frame,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
0,0.0,9.246414184570312,6.7342729568481445,10.854466438293457,4.742458820343018,7.212343215942383,11.506209373474121,5.461944103240967,5.345786094665527,12.487602233886719,7.688068866729736,4.897782325744629,10.606795310974121,5.331376552581787,10.979494094848633,5.632537364959717,9.730613708496094,6.161593914031982,4.31458044052124,4.191701412200928
1,9.246414184570312,0.0,11.020564079284668,8.762266159057617,6.88718843460083,4.7826762199401855,5.5580878257751465,6.954451084136963,7.755093574523926,7.47132682800293,9.195565223693848,6.386675834655762,7.17815637588501,7.417381763458252,5.466216564178467,6.57223653793335,8.075897216796875,5.148999214172363,8.041226387023926,8.85886287689209
2,6.7342729568481445,11.020564079284668,0.0,8.231124877929688,8.41441822052002,8.574283599853516,11.124947547912598,9.074283599853516,8.817802429199219,11.444826126098633,4.913918495178223,8.581209182739258,9.131485939025879,9.566064834594727,11.088479042053223,8.12767505645752,7.523351192474365,9.828999519348145,8.29105281829834,5.994701862335205
3,10.854466438293457,8.762266159057617,8.231124877929688,0.0,10.390057563781738,7.1512322425842285,5.675753116607666,10.929818153381348,10.7691650390625,5.576829433441162,5.443518161773682,10.194804191589355,3.7121825218200684,11.5944185256958,6.412950038909912,9.69049072265625,3.374778985977173,10.158056259155273,10.845702171325684,9.74213695526123
4,4.742458820343018,6.88718843460083,8.41441822052002,10.390057563781738,0.0,6.2235188484191895,9.89179801940918,3.3198401927948,4.9596333503723145,11.347480773925781,8.069363594055176,3.366725444793701,9.70766830444336,3.538163185119629,9.687882423400879,3.9523918628692627,9.32378101348877,4.433501720428467,4.424640655517578,4.730395793914795
5,7.212343215942383,4.7826762199401855,8.574283599853516,7.1512322425842285,6.2235188484191895,0.0,5.879236221313477,6.760638236999512,6.213216781616211,7.2337470054626465,6.752638339996338,5.246951580047607,6.153154373168945,6.938305377960205,5.425721168518066,5.987908363342285,6.34950590133667,5.181203842163086,6.570683479309082,7.283934116363525
6,11.506209373474121,5.5580878257751465,11.124947547912598,5.675753116607666,9.89179801940918,5.879236221313477,0.0,10.20136833190918,10.258601188659668,3.6037168502807617,8.331948280334473,9.35985279083252,4.166095733642578,10.773553848266602,3.544560670852661,9.330205917358398,5.84448766708374,8.548972129821777,10.660221099853516,10.743008613586426
7,5.461944103240967,6.954451084136963,9.074283599853516,10.929818153381348,3.3198401927948,6.760638236999512,10.20136833190918,0.0,6.051599025726318,11.728523254394531,8.665434837341309,3.7680463790893555,10.28587818145752,3.8744046688079834,10.030709266662598,3.5711207389831543,9.886894226074219,4.734745979309082,5.691501140594482,5.104012966156006
8,5.345786094665527,7.755093574523926,8.817802429199219,10.7691650390625,4.9596333503723145,6.213216781616211,10.258601188659668,6.051599025726318,0.0,11.231619834899902,8.7007474899292,4.596005916595459,9.861234664916992,4.596329212188721,9.79522705078125,6.7990641593933105,9.545924186706543,5.068663120269775,3.5964324474334717,6.572877883911133
9,12.487602233886719,7.47132682800293,11.444826126098633,5.576829433441162,11.347480773925781,7.2337470054626465,3.6037168502807617,11.728523254394531,11.231619834899902,0.0,8.886064529418945,10.757962226867676,4.214865684509277,12.130215644836426,4.027875900268555,10.814656257629395,5.952720642089844,9.968655586242676,11.562756538391113,11.824454307556152
10,7.688068866729736,9.195565223693848,4.913918495178223,5.443518161773682,8.069363594055176,6.752638339996338,8.331948280334473,8.665434837341309,8.7007474899292,8.886064529418945,0.0,8.129061698913574,6.517387390136719,9.206829071044922,8.771036148071289,7.565195083618164,4.581391334533691,8.921531677246094,8.441632270812988,6.450112342834473
11,4.897782325744629,6.386675834655762,8.581209182739258,10.194804191589355,3.366725444793701,5.246951580047607,9.35985279083252,3.7680463790893555,4.596005916595459,10.757962226867676,8.129061698913574,0.0,9.343822479248047,3.977684497833252,8.987914085388184,4.104939937591553,9.137808799743652,3.587907314300537,4.129523277282715,5.105595111846924
12,10.606795310974121,7.17815637588501,9.131485939025879,3.7121825218200684,9.70766830444336,6.153154373168945,4.166095733642578,10.28587818145752,9.861234664916992,4.214865684509277,6.517387390136719,9.343822479248047,0.0,10.869235038757324,4.721463680267334,9.350037574768066,3.9733800888061523,8.99710464477539,10.052983283996582,9.913884162902832
13,5.331376552581787,7.417381763458252,9.566064834594727,11.5944185256958,3.538163185119629,6.938305377960205,10.773553848266602,3.8744046688079834,4.596329212188721,12.130215644836426,9.206829071044922,3.977684497833252,10.869235038757324,0.0,10.430623054504395,4.904443740844727,10.415153503417969,4.361989498138428,4.395007133483887,5.858186721801758
14,10.979494094848633,5.466216564178467,11.088479042053223,6.412950038909912,9.687882423400879,5.425721168518066,3.544560670852661,10.030709266662598,9.79522705078125,4.027875900268555,8.771036148071289,8.987914085388184,4.721463680267334,10.430623054504395,0.0,9.271413803100586,6.500354766845703,8.011493682861328,10.132601737976074,10.670310020446777
15,5.632537364959717,6.57223653793335,8.12767505645752,9.69049072265625,3.9523918628692627,5.987908363342285,9.330205917358398,3.5711207389831543,6.7990641593933105,10.814656257629395,7.565195083618164,4.104939937591553,9.350037574768066,4.904443740844727,9.271413803100586,0.0,8.705012321472168,4.90432596206665,5.972146511077881,4.449585914611816
16,9.730613708496094,8.075897216796875,7.523351192474365,3.374778985977173,9.32378101348877,6.34950590133667,5.84448766708374,9.886894226074219,9.545924186706543,5.952720642089844,4.581391334533691,9.137808799743652,3.9733800888061523,10.415153503417969,6.500354766845703,8.705012321472168,0.0,9.107340812683105,9.621560096740723,8.614409446716309
17,6.161593914031982,5.148999214172363,9.828999519348145,10.158056259155273,4.433501720428467,5.181203842163086,8.548972129821777,4.734745979309082,5.068663120269775,9.968655586242676,8.921531677246094,3.587907314300537,8.99710464477539,4.361989498138428,8.011493682861328,4.90432596206665,9.107340812683105,0.0,4.714098930358887,6.5998311042785645
18,4.31458044052124,8.041226387023926,8.29105281829834,10.845702171325684,4.424640655517578,6.570683479309082,10.660221099853516,5.691501140594482,3.5964324474334717,11.562756538391113,8.441632270812988,4.129523277282715,10.052983283996582,4.395007133483887,10.132601737976074,5.972146511077881,9.621560096740723,4.714098930358887,0.0,5.651648998260498
19,4.191701412200928,8.85886287689209,5.994701862335205,9.74213695526123,4.730395793914795,7.283934116363525,10.743008613586426,5.104012966156006,6.572877883911133,11.824454307556152,6.450112342834473,5.105595111846924,9.913884162902832,5.858186721801758,10.670310020446777,4.449585914611816,8.614409446716309,6.5998311042785645,5.651648998260498,0.0
